ts,open,high,low,close,volume,turnover
1752242400000,0.9999,0.9999,0.9998,0.9998,356449.08,356395.594233
1752246000000,0.9998,0.9999,0.9998,0.9999,233392.75,233355.665799
1752249600000,0.9999,0.9999,0.9998,0.9998,151413.51,151389.907285
1752253200000,0.9998,0.9999,0.9996,0.9997,1541823.09,1541384.252215
1752256800000,0.9997,0.9997,0.9996,0.9997,178197.12,178134.687584
1752260400000,0.9997,0.9997,0.9996,0.9997,130112.8,130067.19555
1752264000000,0.9997,0.9997,0.9996,0.9997,144295.78,144244.261834
1752267600000,0.9997,0.9997,0.9996,0.9996,87662.95,87631.730375
1752271200000,0.9996,0.9997,0.9996,0.9997,34277.07,34264.769688
1752274800000,0.9997,0.9997,0.9995,0.9996,24868.91,24859.247801
1752278400000,0.9996,0.9996,0.9995,0.9995,103148.48,103104.611152
1752282000000,0.9995,0.9997,0.9995,0.9995,426620.17,426460.605832
1752285600000,0.9995,0.9996,0.9995,0.9996,446775.25,446573.928005
1752289200000,0.9996,0.9996,0.9995,0.9995,252467.71,252354.07414
1752292800000,0.9995,0.9996,0.9995,0.9995,469496.94,469285.332279
1752296400000,0.9995,0.9996,0.9995,0.9995,498175.59,497950.612164
1752300000000,0.9995,0.9996,0.9995,0.9996,377425.44,377254.83349
1752303600000,0.9996,0.9996,0.9995,0.9996,401131.61,400950.410523
1752307200000,0.9996,0.9996,0.9995,0.9995,425439.81,425246.771242
1752310800000,0.9995,0.9996,0.9995,0.9996,355117.96,354957.456234
1752314400000,0.9996,0.9997,0.9995,0.9996,322102.14,321964.466945
1752318000000,0.9996,0.9997,0.9995,0.9995,790122.45,789814.096648
1752321600000,0.9995,0.9996,0.9995,0.9995,717772.07,717447.722505
1752325200000,0.9995,0.9996,0.9995,0.9995,608118.39,607844.41488
1752328800000,0.9995,0.9996,0.9995,0.9995,424880.52,424689.657011
1752332400000,0.9995,0.9996,0.9995,0.9995,429214.96,429021.370493
1752336000000,0.9995,0.9996,0.9995,0.9996,180976.02,180893.957533
1752339600000,0.9996,0.9996,0.9995,0.9996,611860.65,611584.281566
1752343200000,0.9996,0.9996,0.9995,0.9995,283675.36,283547.90639
1752346800000,0.9995,0.9996,0.9995,0.9995,48070.97,48049.379937
1752350400000,0.9995,0.9996,0.9995,0.9995,287523.95,287394.859566
1752354000000,0.9995,0.9996,0.9995,0.9995,249504.85,249392.898173
1752357600000,0.9995,0.9996,0.9995,0.9996,192789.65,192702.962169
1752361200000,0.9996,0.9996,0.9995,0.9996,117617.31,117564.415455
1752364800000,0.9996,0.9996,0.9995,0.9996,55569.85,55544.5978
1752368400000,0.9996,0.9996,0.9995,0.9995,84477.25,84439.384084
1752372000000,0.9995,0.9996,0.9995,0.9995,79077.78,79042.27165
1752375600000,0.9995,0.9996,0.9995,0.9996,115411.46,115359.963243
1752379200000,0.9996,0.9996,0.9995,0.9996,359745.02,359583.811204
1752382800000,0.9996,0.9996,0.9995,0.9995,232926.85,232822.569342
1752386400000,0.9995,0.9996,0.9995,0.9996,572048.16,571790.964573
1752390000000,0.9996,0.9996,0.9995,0.9996,404031.66,403849.780983
1752393600000,0.9996,0.9996,0.9995,0.9996,371587.79,371420.905573
1752397200000,0.9996,0.9996,0.9995,0.9996,418618.42,418429.869146
1752400800000,0.9996,0.9996,0.9995,0.9996,353104.31,352946.201454
1752404400000,0.9996,0.9996,0.9995,0.9995,277623.82,277498.715641
1752408000000,0.9995,0.9996,0.9995,0.9995,501522.65,501300.969749
1752411600000,0.9995,0.9996,0.9995,0.9995,546983.15,546733.375405
1752415200000,0.9995,0.9996,0.9995,0.9995,413625.76,413439.344732
1752418800000,0.9995,0.9996,0.9995,0.9996,237578.43,237470.595282
1752422400000,0.9996,0.9996,0.9995,0.9995,671672.87,671370.64952
1752426000000,0.9995,0.9996,0.9995,0.9995,359926.8,359764.63361
1752429600000,0.9995,0.9996,0.9995,0.9995,126738.08,126681.062094
1752433200000,0.9995,0.9996,0.9995,0.9995,70989.5,70957.22799
1752436800000,0.9995,0.9996,0.9995,0.9995,52292.46,52268.872006
1752440400000,0.9995,0.9996,0.9995,0.9995,162009.51,161936.978116
1752444000000,0.9995,0.9996,0.9995,0.9995,248835.53,248723.836616
1752447600000,0.9995,0.9996,0.9995,0.9995,6492.63,6489.836058
1752451200000,0.9995,0.9996,0.9995,0.9995,63200.62,63172.186949
1752454800000,0.9995,0.9996,0.9995,0.9996,103077.8,103031.433915
1752458400000,0.9996,0.9996,0.9995,0.9996,161275.88,161203.115077
1752462000000,0.9996,0.9996,0.9995,0.9995,172229.28,172148.396748
1752465600000,0.9995,0.9996,0.9995,0.9996,253585.55,253470.808278
1752469200000,0.9996,0.9996,0.9995,0.9995,293785.41,293651.715924
1752472800000,0.9995,0.9996,0.9995,0.9995,365807.26,365642.82806
1752476400000,0.9995,0.9997,0.9995,0.9996,439752.68,439581.581623
1752480000000,0.9996,0.9998,0.9996,0.9997,967350.68,967034.621181
1752483600000,0.9997,0.9998,0.9996,0.9998,866269.71,866052.957592
1752487200000,0.9998,0.9999,0.9997,0.9997,726417.29,726272.295618
1752490800000,0.9997,0.9998,0.9997,0.9997,528647.89,528513.391592
1752494400000,0.9997,0.9998,0.9997,0.9998,509512.74,509383.74176
1752498000000,0.9998,0.9998,0.9997,0.9998,352936.57,352847.83906
1752501600000,0.9998,0.9998,0.9996,0.9996,215537.77,215463.889634
1752505200000,0.9996,0.9997,0.9996,0.9996,311927.09,311815.553086
1752508800000,0.9996,0.9997,0.9995,0.9996,201176.57,201088.496822
1752512400000,0.9996,0.9996,0.9995,0.9995,153132.43,153062.610376
1752516000000,0.9995,0.9996,0.9995,0.9995,174516.68,174438.217772
1752519600000,0.9995,0.9996,0.9995,0.9996,53737.66,53713.416019
1752523200000,0.9996,0.9996,0.9994,0.9995,52161.54,52135.353451
1752526800000,0.9995,0.9995,0.9994,0.9994,17841.62,17831.552464
1752530400000,0.9994,0.9995,0.9994,0.9994,21659.84,21648.10271
1752534000000,0.9994,0.9997,0.9994,0.9997,116181.58,116122.391171
1752537600000,0.9997,0.9997,0.9996,0.9997,77765.04,77735.979734
1752541200000,0.9997,0.9997,0.9996,0.9997,239487.12,239402.018697
1752544800000,0.9997,0.9997,0.9995,0.9995,248938.55,248836.415559
1752548400000,0.9995,0.9996,0.9994,0.9994,263054.64,262928.347208
1752552000000,0.9994,0.9997,0.9994,0.9996,333127.23,332968.927147
1752555600000,0.9996,0.9997,0.9996,0.9996,284915.3,284814.122633
1752559200000,0.9996,0.9997,0.9995,0.9996,315348.98,315225.989707
1752562800000,0.9996,0.9996,0.9991,0.9992,295633.44,295445.311841
1752566400000,0.9992,0.9992,0.9989,0.9989,537651.26,537094.287644
1752570000000,0.9989,0.9995,0.9989,0.9994,1039704.18,1039085.85884
1752573600000,0.9994,0.9995,0.9944,0.9981,556886.27,556174.902531
1752577200000,0.9981,0.9997,0.9981,0.9996,479545.43,479088.238778
1752580800000,0.9996,0.9999,0.9996,0.9998,1037567.76,1037351.429626
1752584400000,0.9998,0.9999,0.9994,0.9996,525704.7,525594.753698
1752588000000,0.9996,0.9996,0.9995,0.9995,241452.04,241343.010547
1752591600000,0.9995,0.9996,0.9995,0.9995,196225.39,196136.882656
1752595200000,0.9995,0.9996,0.9995,0.9995,111350.54,111300.196082
1752598800000,0.9995,0.9996,0.9981,0.9992,163969.46,163829.245494
1752602400000,0.9992,0.9992,0.9991,0.9992,79677.8,79609.942088
1752606000000,0.9992,0.9994,0.9991,0.9991,96109.88,96039.234096
